CUST_ID,BALANCE_FREQUENCY,PURCHASES,PAYMENTS,CREDIT_LIMIT,CASH_ADVANCE
C11883,1.0,2559.41,827.889811,4000.0,0.0
C11884,1.0,3393.73,1331.175753,10000.0,0.0
C11885,0.272727,0.0,181.018701,3500.0,1423.527628
C11886,1.0,1219.85,2250.036431,5000.0,172.656204
C11887,1.0,2537.67,1045.881353,7000.0,0.0
C11888,0.909091,747.55,282.956764,2500.0,0.0
C11889,1.0,674.85,1390.662933,5500.0,1129.296969
C11890,0.363636,241.27,557.897488,2500.0,0.0
C11892,1.0,0.0,1030.120113,5000.0,2117.809244
C11893,1.0,209.07,1543.541917,11500.0,7545.629864
C11894,0.545455,415.04,485.108353,7500.0,0.0
C11895,0.818182,918.6,1129.696171,7500.0,0.0
C11896,1.0,612.1,1920.45776,12000.0,2735.148792
C11897,1.0,5219.95,3984.42893,7500.0,0.0
C11898,0.454545,638.61,2529.45977,12000.0,0.0
C11899,0.636364,736.91,960.373775,6000.0,0.0
C11900,1.0,55.49,1221.513652,1000.0,0.0
C11901,1.0,878.64,654.24428,1200.0,155.804123
C11902,1.0,279.36,3140.402423,6000.0,905.982826
C11903,1.0,4974.27,6752.531183,5000.0,0.0
C11904,0.0,369.36,431.443959,1500.0,0.0
C11905,1.0,2196.54,1410.009813,1000.0,0.0
C11906,1.0,2352.0,1863.944131,12500.0,389.680166
C11907,0.5,0.0,543.82992,1500.0,465.455995
C11908,0.909091,828.14,903.603701,2600.0,0.0
C11909,1.0,508.94,478.833594,3000.0,0.0
C11910,1.0,319.62,597.96043,3500.0,0.0
C11911,1.0,400.0,886.663668,3000.0,0.0
C11912,1.0,5596.11,17068.96724,16000.0,2790.317276
C11913,1.0,820.42,757.327536,3000.0,879.324856
C11914,1.0,104.0,732.471319,6000.0,91.406322
C11915,1.0,66.49,967.657856,3000.0,457.611102
C11916,1.0,358.91,338.79121,5000.0,0.0
C11917,1.0,0.0,718.95107,9000.0,8264.603438
C11918,1.0,2465.92,955.30285,12000.0,90.363202
C11919,1.0,0.0,1376.688305,10500.0,4169.593183
C11920,0.909091,286.4,435.600387,8500.0,91.341961
C11921,1.0,653.21,276.166583,3000.0,0.0
C11922,1.0,2481.64,2261.352187,4000.0,0.0
C11924,1.0,226.9,1391.068932,1200.0,666.779555
C11925,0.454545,502.33,844.120402,2500.0,0.0
C11926,1.0,996.64,2034.929239,14500.0,3632.137219
C11927,1.0,320.72,863.485864,1200.0,0.0
C11928,0.5,0.0,707.767429,3000.0,2831.836214
C11929,1.0,2102.51,4711.567357,15000.0,3536.320402
C11930,0.272727,550.08,1104.875573,6000.0,0.0
C11931,1.0,0.0,276.630198,1500.0,55.212259
C11932,1.0,3975.0,2386.982592,4000.0,0.0
C11933,0.818182,2228.35,1842.340524,12000.0,0.0
C11934,1.0,0.0,3303.660591,1200.0,2156.577132
C11935,1.0,345.66,383.914659,1000.0,0.0
C11936,1.0,0.0,721.897274,1500.0,503.562164
C11937,1.0,954.15,283.608489,1200.0,0.0
C11938,1.0,389.24,371.314009,8500.0,0.0
C11939,0.909091,0.0,240.088742,1200.0,1110.807913
C11940,1.0,636.15,837.801642,10000.0,0.0
C11941,0.272727,581.21,1333.87748,4000.0,0.0
C11942,1.0,1585.79,338.977714,3000.0,0.0
C11943,1.0,1194.15,2121.026757,4050.0,1074.785954
C11944,0.818182,90.51,1240.766161,6500.0,0.0
C11945,1.0,109.16,598.08223,6000.0,4586.702891
C11946,1.0,744.09,652.002188,7500.0,0.0
C11947,1.0,717.14,1372.959063,12500.0,0.0
C11948,0.272727,0.0,3902.376688,10000.0,1871.859929
C11949,0.636364,1160.65,1113.408654,13000.0,0.0
C11950,1.0,421.04,1386.413639,4000.0,0.0
C11951,0.545455,329.38,1034.7342,10500.0,0.0
C11952,1.0,0.0,171.694194,1500.0,1377.191285
C11953,0.545455,615.16,1560.047704,14000.0,0.0
C11954,1.0,1260.13,1556.574701,6500.0,0.0
C11955,1.0,3278.42,2726.198575,6000.0,0.0
C11956,1.0,45.45,511.525617,4000.0,1654.212185
C11957,1.0,0.0,341.940624,2100.0,74.812657
C11958,1.0,233.31,310.700827,1500.0,1432.955059
C11959,1.0,1304.96,625.414678,7500.0,18.427395
C11960,0.909091,1035.05,1336.493092,3000.0,0.0
C11961,1.0,94.0,254.733329,5500.0,0.0
C11962,0.636364,82.04,139.914571,2000.0,0.0
C11963,1.0,0.0,996.182712,9500.0,3256.756231
C11964,1.0,3005.89,1245.201203,5500.0,0.0
C11965,1.0,4474.43,9481.484058,5500.0,1508.526487
C11966,1.0,0.0,2645.690806,8500.0,3990.963781
C11967,1.0,0.0,7189.695757,6500.0,6022.786892
C11968,1.0,1886.21,2089.598011,3000.0,0.0
C11969,1.0,202.31,1384.838966,9500.0,1564.285475
C11970,0.727273,999.19,2181.215224,7500.0,0.0
C11971,1.0,794.1,4897.570343,9500.0,8095.180408
C11972,1.0,517.08,477.482016,1200.0,0.0
C11973,1.0,438.22,336.521212,3000.0,0.0
C11974,1.0,5539.68,3597.677582,6000.0,0.0
C11975,0.818182,670.5,9221.922948,7000.0,5603.126858
C11976,1.0,760.36,371.387459,2500.0,0.0
C11977,1.0,1522.72,4419.287987,9500.0,1905.919704
C11978,1.0,0.0,1408.880515,3500.0,909.986628
C11979,1.0,1085.85,1572.554124,6000.0,1252.18184
C11980,1.0,1366.74,495.133413,6300.0,0.0
C11981,1.0,0.0,1476.335057,8000.0,5051.791781
C11982,1.0,0.0,3933.35535,13000.0,2108.302563
C11983,1.0,529.34,467.463129,1200.0,1108.666511
C11984,1.0,478.28,635.314875,2400.0,945.547556
C11985,1.0,294.75,6445.786897,4000.0,4945.02074
C11986,1.0,0.0,2535.922657,9500.0,4158.61262
C11987,1.0,98.0,1304.362846,7000.0,3320.07679
C11988,1.0,417.96,472.60055,2000.0,0.0
C11989,0.818182,143.36,1377.984542,1500.0,736.547491
C11990,1.0,0.0,395.486928,1500.0,170.376441
C11991,1.0,419.56,473.166128,3000.0,0.0
C11992,1.0,612.0,2483.286273,2500.0,2197.163192
C11993,1.0,296.4,631.025111,6000.0,0.0
C11994,1.0,0.0,458.841298,1950.0,259.91508
C11995,0.5,0.0,316.025009,7000.0,6634.23196
C11996,1.0,0.0,1566.483167,2500.0,2123.721395
C11997,1.0,0.0,152.324616,1500.0,36.202957
C11998,1.0,878.11,1987.085155,15000.0,5247.419951
C11999,1.0,0.0,613.553141,5000.0,9579.677222
C12000,0.363636,0.0,851.637227,6500.0,498.463933
C12001,1.0,176.73,197.074177,5000.0,0.0
C12002,0.875,280.0,1914.038297,3000.0,2276.320971
C12004,1.0,45.65,351.864266,1500.0,0.0
C12005,0.5,280.24,6684.559773,11000.0,1295.246094
C12006,1.0,7194.53,12487.36815,15500.0,14200.89313
C12007,1.0,1885.94,1625.320799,8500.0,2099.802521
C12008,1.0,918.67,258.034145,1800.0,0.0
C12009,1.0,702.4,1184.723606,7500.0,0.0
C12010,0.727273,125.0,125.140043,3000.0,0.0
C12011,1.0,1455.97,1380.904206,1800.0,0.0
C12012,1.0,518.17,1049.378278,4000.0,1257.241177
C12013,1.0,0.0,674.881553,4000.0,2461.891684
C12014,0.727273,0.0,5126.650633,3666.666667,1552.832951
C12015,1.0,217.9,832.687649,7500.0,0.0
C12016,1.0,5189.51,5851.06442,7500.0,0.0
C12017,1.0,2090.47,1718.461993,15000.0,1153.665768
C12018,1.0,15.4,255.103798,200.0,182.66132
C12019,1.0,662.4,367.258695,1000.0,0.0
C12020,1.0,711.72,1303.904127,8500.0,6498.711722
C12021,1.0,102.48,561.592591,3000.0,0.0
C12022,1.0,2173.99,1828.965006,8500.0,0.0
C12023,1.0,286.19,911.371697,1700.0,0.0
C12024,1.0,9683.28,6084.947427,12500.0,0.0
C12025,1.0,32.0,2266.903508,9000.0,1859.42106
C12026,1.0,360.0,2312.470872,5000.0,3180.893742
C12027,1.0,486.01,544.044265,7000.0,0.0
C12028,1.0,0.0,276.73092,1200.0,18.482296
C12029,1.0,0.0,1117.714796,2100.0,381.541722
C12030,1.0,243.48,152.754759,1500.0,0.0
C12031,1.0,2083.25,641.03397,6000.0,0.0
C12032,0.363636,17.8,9858.055448,2500.0,2429.819782
C12033,0.545455,266.25,338.565785,7500.0,0.0
C12034,0.875,0.0,2986.36061,2500.0,4444.646515
C12035,1.0,1695.0,2194.901135,2000.0,90.775238
C12036,1.0,1103.86,667.73252,6500.0,0.0
C12037,0.545455,0.0,555.202392,4000.0,3853.339512
C12038,1.0,922.64,912.762084,9500.0,0.0
C12039,1.0,333.08,1113.279765,12500.0,72.049232
C12040,1.0,363.52,383.100848,9100.0,0.0
C12041,0.181818,96.12,102.848649,1500.0,0.0
C12042,1.0,2437.8,2204.789548,7500.0,0.0
C12043,1.0,55.0,579.527874,3000.0,315.402389
C12044,1.0,1500.0,675.426241,3000.0,0.0
C12045,0.545455,921.18,892.146005,4500.0,0.0
C12046,1.0,1370.21,19143.03225,12000.0,8527.393281
C12047,1.0,0.0,1462.710828,10000.0,707.984403
C12048,1.0,987.23,1081.54001,2500.0,0.0
C12049,0.909091,3724.25,6486.900601,4000.0,72.477223
C12050,1.0,0.0,510.126277,3500.0,1546.052817
C12051,1.0,0.0,10720.57047,9000.0,8419.83327
C12052,1.0,420.89,616.193938,1000.0,0.0
C12053,1.0,674.57,830.768021,1600.0,0.0
C12054,1.0,15704.04,14399.70318,3000.0,0.0
C12055,1.0,98.0,554.101761,1800.0,240.304769
C12056,1.0,963.21,622.542212,2100.0,0.0
C12057,0.818182,161.5,2333.389981,3700.0,765.748489
C12058,0.272727,37.65,88.090034,7500.0,0.0
C12059,0.777778,1014.21,938.36331,1500.0,268.071098
C12060,1.0,1823.5,792.597997,7100.0,236.898897
C12061,1.0,0.0,404.150829,1600.0,152.14064
C12062,1.0,293.5,215.258602,1500.0,0.0
C12063,0.272727,0.0,7705.86499,18000.0,3623.583341
C12064,1.0,0.0,2335.88734,10000.0,2286.927789
C12065,1.0,0.0,542.414342,1950.0,156.097738
C12066,1.0,0.0,1910.836769,11000.0,4713.978717
C12067,1.0,1003.95,2218.323066,11000.0,0.0
C12068,1.0,1115.0,268.295902,1800.0,0.0
C12069,1.0,32.35,1262.608728,14000.0,0.0
C12070,1.0,704.4,810.831681,1200.0,61.069589
C12071,0.857143,0.0,390.289118,4200.0,3854.441191
C12072,1.0,1234.5,206.102367,3000.0,0.0
C12073,1.0,463.01,254.635576,1000.0,546.682275
C12074,0.727273,581.8,2088.919798,8500.0,0.0
C12075,1.0,1159.15,5978.807577,4750.0,0.0
C12076,1.0,485.6,478.461522,4500.0,0.0
C12077,1.0,0.0,7823.096006,8000.0,3618.304773
C12078,1.0,9321.13,7303.897866,15000.0,0.0
C12079,1.0,1907.96,2766.13064,10000.0,727.608789
C12080,0.272727,246.75,7103.026842,11000.0,0.0
C12081,1.0,1875.54,772.320791,3900.0,598.035427
C12082,1.0,0.0,519.343097,7000.0,2504.271338
C12083,1.0,320.8,2036.371171,10000.0,9733.258025
C12084,1.0,245.0,1660.561025,1500.0,0.0
C12085,1.0,689.4,328.171066,3500.0,0.0
C12086,1.0,1658.81,3051.991292,1000.0,804.558218
C12087,1.0,6562.24,6240.58958,8000.0,0.0
C12088,1.0,9362.96,7079.1781,7500.0,0.0
C12089,0.181818,60.0,1042.001588,11000.0,0.0
C12090,1.0,114.49,0.0,7500.0,0.0
C12091,1.0,1497.02,475.066734,4000.0,1112.647386
C12092,0.909091,3721.39,4004.905569,4000.0,0.0
C12093,0.636364,403.3,1318.460544,7500.0,0.0
C12094,1.0,1029.94,2221.896121,2000.0,0.0
C12095,1.0,720.48,2473.619496,2300.0,1143.146657
C12096,1.0,807.66,699.466354,16000.0,0.0
C12097,1.0,1207.24,3130.304246,7000.0,3064.470065
C12098,1.0,0.0,593.781355,1500.0,468.62986
C12099,1.0,0.0,1431.650735,4500.0,848.032831
C12100,1.0,299.83,559.708549,1800.0,113.720261
C12101,1.0,0.0,1400.282454,7500.0,1648.096839
C12102,0.625,86.1,447.991795,4500.0,4106.834043
C12103,1.0,2527.04,1461.368469,5000.0,2056.332882
C12104,1.0,150.0,360.303696,1200.0,0.0
C12105,1.0,469.92,716.423692,1000.0,0.0
C12107,1.0,69.0,1483.636625,1200.0,1147.361897
C12108,1.0,2.0,4678.254753,2500.0,5246.296449
C12109,1.0,529.0,914.280246,6000.0,3082.913762
C12110,1.0,5848.99,9006.196318,5000.0,3503.547107
C12111,1.0,1937.7,2100.802868,2000.0,0.0
C12112,0.9,158.2,756.247099,6000.0,5391.599959
C12113,1.0,0.0,308.886492,1500.0,92.841595
C12114,0.909091,0.0,5709.181577,4500.0,200.125461
C12115,1.0,5930.99,12493.77894,11500.0,0.0
C12116,0.545455,92.46,127.082375,300.0,0.0
C12117,1.0,324.18,950.735955,9500.0,0.0
C12118,1.0,5747.76,4901.164291,8000.0,0.0
C12119,1.0,4342.07,3903.861413,11000.0,0.0
C12120,0.363636,0.0,384.809455,3000.0,2768.870906
C12121,1.0,329.9,905.863527,1800.0,0.0
C12122,1.0,90.01,943.446254,8000.0,1804.826917
C12124,1.0,3805.44,3818.15076,1500.0,0.0
C12125,0.142857,554.16,0.0,1200.0,292.924759
C12127,1.0,0.0,2489.260383,3000.0,1936.205406
C12128,0.857143,0.0,266.472386,10000.0,4946.958466
C12129,1.0,19.98,593.220384,5500.0,0.0
C12130,1.0,205.89,501.655195,1600.0,0.0
C12131,1.0,44.7,7821.035049,9000.0,4765.916305
C12132,1.0,98.08,523.235492,1500.0,0.0
C12133,1.0,1567.25,1541.979811,7000.0,0.0
C12134,0.818182,4240.41,6360.427012,6000.0,0.0
C12135,1.0,698.91,684.699102,5000.0,79.010038
C12136,1.0,0.0,1252.775151,6500.0,3481.529635
C12137,1.0,4537.12,2689.043472,2500.0,0.0
C12138,1.0,247.31,1016.490545,4000.0,823.112588
C12139,0.272727,55.5,318.843744,1200.0,0.0
C12140,1.0,4574.79,5097.91073,9500.0,2604.900847
C12141,0.818182,0.01,4022.440372,3000.0,5567.596649
C12142,1.0,355.16,357.776573,2500.0,0.0
C12143,1.0,5132.08,11454.46623,10000.0,0.0
C12144,1.0,712.87,801.18565,4500.0,0.0
C12145,1.0,972.09,2025.270282,10500.0,2590.575082
C12146,1.0,673.15,1907.16983,12000.0,6076.961711
C12147,1.0,2238.0,1985.047114,6500.0,0.0
C12148,1.0,3111.44,1648.50704,6000.0,0.0
C12149,1.0,0.0,932.601452,7500.0,1166.982711
C12150,1.0,3150.0,2694.972436,2500.0,0.0
C12151,1.0,57.0,295.373115,1200.0,0.0
C12152,1.0,560.98,1039.000037,10100.0,2008.153534
C12153,0.454545,1138.85,3763.240294,4500.0,4044.377495
C12154,1.0,4029.24,2343.311066,12500.0,0.0
C12155,1.0,0.0,805.79629,6500.0,1820.493358
C12156,1.0,465.36,1772.157134,12000.0,1609.506076
C12157,0.571429,0.0,2456.797947,1500.0,1434.138511
C12158,1.0,4911.41,10079.38741,6000.0,10629.80756
C12159,1.0,180.0,330.620032,1000.0,0.0
C12160,1.0,1348.08,1196.209266,12000.0,0.0
C12161,1.0,4767.11,3774.693285,6000.0,3621.840163
C12162,0.9,0.0,684.398658,9500.0,470.00055
C12163,0.666667,0.0,80.190719,1200.0,1176.86169
C12164,1.0,143.12,289.967312,1200.0,0.0
C12165,0.636364,266.71,477.592124,2000.0,0.0
C12166,1.0,0.0,1083.406473,6000.0,954.822692
C12167,1.0,0.0,20500.17323,11500.0,15081.6956
C12168,0.545455,717.92,628.811269,13000.0,0.0
C12169,1.0,652.13,385.145146,6000.0,0.0
C12170,1.0,72.84,467.674193,3000.0,0.0
C12171,1.0,0.0,622.529592,3000.0,354.346012
C12172,1.0,0.0,1339.9697,8500.0,3190.532048
C12173,1.0,852.26,643.541055,18500.0,0.0
C12174,1.0,0.0,714.012374,1800.0,369.256964
C12175,1.0,2310.21,1871.658725,3000.0,0.0
C12176,1.0,888.85,1134.356357,3500.0,0.0
C12177,1.0,0.0,634.788341,2100.0,211.099323
C12178,1.0,1827.62,1731.206869,1200.0,0.0
C12179,1.0,796.11,807.665219,6000.0,0.0
C12180,1.0,2461.9,1041.825559,5000.0,202.816167
C12181,1.0,2055.13,1631.166246,7500.0,0.0
C12182,1.0,1122.17,1138.136359,6000.0,0.0
C12183,1.0,0.0,338.019603,1800.0,960.917825
C12184,1.0,0.0,1009.40361,4500.0,1378.856373
C12185,1.0,0.0,385.290048,3000.0,2397.676198
C12186,1.0,0.0,1127.493221,6500.0,4328.32727
C12187,0.909091,0.0,1656.765938,1500.0,1454.884966
C12188,1.0,568.3,902.082618,3000.0,0.0
C12189,1.0,94.7,350.850434,1200.0,187.817003
C12190,1.0,875.05,1261.11301,2600.0,0.0
C12191,1.0,2252.77,2018.393951,10000.0,0.0
C12192,0.818182,477.5,591.867645,3000.0,0.0
C12194,1.0,1060.99,1162.790308,1300.0,0.0
C12195,0.909091,739.98,1167.353193,9500.0,0.0
C12196,1.0,3866.29,3688.890803,7500.0,0.0
C12197,1.0,83.0,568.336744,2500.0,481.39493
C12198,1.0,0.0,2955.428583,7500.0,3217.327939
C12199,1.0,3157.86,3291.320691,7000.0,0.0
C12200,1.0,60.0,111.559902,2300.0,0.0
C12201,1.0,84.0,91.67226,1000.0,0.0
C12202,1.0,279.0,426.263702,1400.0,0.0
C12203,1.0,1664.95,1458.490552,4000.0,0.0
C12204,0.727273,344.86,1499.598264,8500.0,0.0
C12205,1.0,1849.26,1522.895942,7000.0,0.0
C12206,1.0,0.0,685.053764,3000.0,139.395627
C12207,1.0,1674.11,1166.117797,11500.0,0.0
C12208,0.818182,2569.94,3362.877104,5000.0,186.415123
C12209,0.1,153.11,0.0,9000.0,0.0
C12210,1.0,6814.47,1917.817732,13000.0,0.0
C12211,0.727273,843.03,1312.375596,2200.0,0.0
C12212,1.0,78.47,3799.466293,8500.0,332.13781
C12213,1.0,4019.28,3728.70891,4500.0,0.0
C12214,1.0,542.96,195.490243,2500.0,268.410928
C12215,0.818182,0.0,2804.403394,3000.0,3923.427657
C12216,1.0,0.0,568.212802,6500.0,914.794214
C12217,1.0,435.08,3796.014359,7500.0,0.0
C12218,0.818182,197.0,224.836018,1000.0,0.0
C12219,1.0,2514.74,964.935365,5500.0,3444.750251
C12220,1.0,714.68,1649.118645,5000.0,726.955255
C12221,1.0,802.1,710.240283,13000.0,0.0
C12222,1.0,0.0,715.12033,4500.0,1673.75234
C12223,1.0,0.0,944.591497,3000.0,257.147835
C12224,1.0,2635.9,951.372467,4500.0,0.0
C12225,1.0,1699.87,2096.121508,1800.0,0.0
C12226,1.0,431.93,39048.59762,19600.0,47137.21176
C12227,0.272727,780.0,196.173726,3200.0,0.0
C12228,1.0,839.14,362.337779,6000.0,0.0
C12229,1.0,1850.23,1826.882329,14000.0,0.0
C12230,0.818182,50.0,3389.03546,3500.0,457.650652
C12231,1.0,1967.86,1413.122627,11500.0,0.0
C12232,1.0,1313.26,1129.248446,11500.0,0.0
C12233,1.0,0.0,574.233323,1800.0,253.554601
C12234,1.0,0.0,846.397004,5000.0,382.272435
C12235,0.636364,504.0,818.64282,2500.0,0.0
C12236,1.0,493.5,3308.04995,4000.0,0.0
C12237,0.181818,133.16,0.0,16000.0,0.0
C12238,0.909091,0.0,3263.474102,1600.0,3700.154118
C12239,1.0,1907.2,2111.91778,9500.0,0.0
C12240,1.0,0.0,371.902953,1200.0,76.027194
C12241,0.625,0.0,138.855523,5000.0,3771.115165
C12242,1.0,552.09,601.430928,12000.0,0.0
C12243,0.909091,284.13,274.729879,4000.0,0.0
C12244,1.0,2402.64,2022.102581,8500.0,0.0
C12246,0.0,174.12,0.0,4000.0,0.0
C12247,1.0,548.0,1158.922139,5000.0,660.523355
C12248,1.0,0.0,746.145517,2100.0,510.618121
C12249,1.0,250.0,864.527484,3000.0,2804.350229
C12250,1.0,883.94,2790.54214,6000.0,0.0
C12251,1.0,1650.52,1916.054676,2500.0,1025.434108
C12252,1.0,0.0,773.831303,3000.0,185.909531
C12253,1.0,1015.91,938.131271,10500.0,0.0
C12254,0.545455,237.99,543.788113,4500.0,0.0
C12255,1.0,1261.99,18.496532,3000.0,0.0
C12256,1.0,2405.97,2105.342196,10000.0,0.0
C12257,1.0,0.0,1748.960475,6000.0,2744.808962
C12258,1.0,0.0,1927.253932,3500.0,3130.155158
C12260,1.0,0.0,281.884143,2500.0,1259.175202
C12261,1.0,0.0,658.61387,3000.0,256.100571
C12262,1.0,160.0,692.776517,3000.0,2956.595415
C12263,1.0,1.0,944.992262,7000.0,859.297788
C12264,0.818182,542.94,955.283993,4000.0,0.0
C12265,0.818182,0.0,1599.792795,13000.0,9596.316702
C12266,1.0,958.73,1187.648889,1500.0,0.0
C12267,1.0,59.4,1502.934235,10000.0,2734.176725
C12268,0.181818,273.8,174.52575,5500.0,0.0
C12269,1.0,0.0,1003.664133,4000.0,2506.67355
C12270,0.727273,282.62,388.872739,6000.0,0.0
C12271,1.0,73.8,514.586639,2000.0,595.036388
C12272,1.0,2289.92,2065.553347,10500.0,0.0
C12273,1.0,3591.81,8438.775135,10450.0,554.07167
C12274,1.0,3387.47,1312.481879,8500.0,0.0
C12275,1.0,793.1,1261.909483,10000.0,6245.023709
C12276,0.818182,254.37,206.073166,4000.0,0.0
C12277,1.0,2338.83,6545.07776,7500.0,1959.553078
C12278,1.0,324.6,320.218246,3000.0,0.0
C12279,1.0,90.0,1566.916181,11150.0,4032.071583
C12280,1.0,0.0,540.400104,1500.0,442.372527
C12281,1.0,2217.94,3075.113742,10500.0,3533.146705
C12282,1.0,22.68,906.092735,11500.0,0.0
C12283,1.0,8.4,1001.17541,7500.0,0.0
C12284,1.0,0.0,1868.475426,6500.0,3454.101774
C12285,0.5,1109.91,2137.485075,9500.0,0.0
C12286,0.909091,2555.91,12020.18009,5000.0,0.0
C12287,1.0,2289.42,2184.371316,9500.0,0.0
C12288,0.909091,565.0,2511.315474,2200.0,0.0
C12289,1.0,2061.55,2200.93868,8500.0,0.0
C12291,1.0,0.0,192.787345,4000.0,0.0
C12292,1.0,184.68,2837.204108,2900.0,0.0
C12293,0.2,55.55,0.0,6000.0,0.0
C12294,1.0,0.0,559.556519,1800.0,243.61411
C12295,1.0,2746.84,2562.579256,2500.0,0.0
C12296,1.0,1219.39,4115.217914,2000.0,4473.3497
C12297,1.0,0.0,279.782836,1500.0,126.637116
C12298,0.5,318.79,603.896667,6000.0,0.0
C12299,1.0,0.0,50.406698,600.0,68.919596
C12300,1.0,872.94,721.050386,10000.0,0.0
C12301,0.090909,388.54,377.974097,12000.0,0.0
C12302,1.0,1798.66,1156.783897,9000.0,1569.577102
C12303,0.818182,279.56,347.911693,3000.0,0.0
C12304,1.0,0.0,538.443435,2000.0,157.152652
C12305,1.0,2417.91,3468.393326,8000.0,3508.775536
C12306,1.0,826.77,1182.627097,1500.0,0.0
C12307,1.0,0.0,161.400987,1000.0,45.026228
C12308,0.818182,916.46,2243.559789,10500.0,0.0
C12309,1.0,251.38,2853.276447,7500.0,506.605228
C12310,1.0,0.0,15884.69746,12000.0,17278.53864
C12311,1.0,1196.35,1597.772035,5500.0,0.0
C12312,1.0,1443.33,1027.149996,6000.0,0.0
C12313,0.545455,400.0,137.20573,4000.0,0.0
C12314,1.0,899.58,850.186851,2500.0,450.252732
C12315,1.0,1224.99,1130.359054,7500.0,0.0
C12316,1.0,0.0,3633.579097,1800.0,3936.354616
C12317,1.0,112.57,595.55337,1800.0,70.564078
C12318,1.0,0.0,1373.649725,2000.0,2034.69483
C12319,1.0,1245.33,1287.745322,7000.0,2697.454999
C12320,1.0,140.2,432.72779,6500.0,0.0
C12321,0.727273,3618.19,3570.597218,15000.0,0.0
C12322,1.0,270.97,1293.523382,10000.0,0.0
C12323,1.0,792.14,397.388693,1500.0,0.0
C12324,1.0,453.91,350.387978,6000.0,927.939586
C12325,1.0,654.0,1149.733036,2400.0,0.0
C12326,1.0,540.0,2136.389192,4000.0,0.0
C12327,1.0,1910.13,5142.624134,13000.0,0.0
C12329,1.0,687.97,2358.946309,7500.0,3406.90934
C12330,1.0,5835.57,6083.426724,9000.0,0.0
C12331,1.0,1060.0,189.106448,2100.0,0.0
C12332,1.0,11507.4,10414.467,10500.0,0.0
C12333,1.0,290.0,326.635918,6000.0,0.0
C12334,1.0,80.0,1963.299182,15000.0,1147.891529
C12335,1.0,45.65,335.809644,1000.0,19.995297
C12336,1.0,6842.23,5588.683151,3500.0,0.0
C12337,0.5,211.22,1664.863771,3500.0,3214.78962
C12338,1.0,470.54,11721.86573,10000.0,8753.243163
C12339,1.0,1450.0,397.090516,1500.0,0.0
C12340,1.0,170.07,248.81801,6000.0,0.0
C12341,0.727273,105.78,199.171196,3500.0,0.0
C12342,1.0,330.89,703.005516,6000.0,2649.967098
C12343,1.0,897.42,965.182597,7000.0,0.0
C12344,1.0,0.0,317.211622,1500.0,72.681585
C12345,0.636364,316.78,1308.806298,4500.0,0.0
C12346,0.363636,426.83,195.490843,6000.0,0.0
C12347,1.0,4340.42,16616.23528,11500.0,7028.901031
C12348,1.0,1672.35,1437.155317,5500.0,310.806852
C12349,1.0,448.07,3537.693441,3000.0,3474.764847
C12350,0.909091,219.37,216.850592,6000.0,0.0
C12351,1.0,724.83,1462.037592,1500.0,0.0
C12352,0.636364,29.6,1576.039085,6000.0,838.60032
C12353,1.0,144.49,348.50421,1500.0,0.0
C12354,1.0,252.0,833.515706,1800.0,0.0
C12355,1.0,788.14,1041.707049,9000.0,0.0
C12356,1.0,1141.24,1225.983876,1200.0,0.0
C12357,1.0,2702.57,1942.140315,3000.0,0.0
C12358,1.0,1286.34,1470.711716,2100.0,0.0
C12359,1.0,2469.28,1226.857482,8000.0,5839.680075
C12360,0.272727,161.5,912.737392,3000.0,0.0
C12361,1.0,96.2,326.168469,9000.0,0.0
C12362,1.0,2329.12,812.097275,5500.0,0.0
C12363,1.0,0.0,323.642185,1500.0,37.691257
C12364,1.0,1083.12,383.231247,4000.0,0.0
C12365,0.727273,1155.4,1264.974166,2000.0,0.0
C12366,0.909091,45.65,287.581425,1200.0,0.0
C12367,1.0,4399.07,1834.501318,11150.0,1838.093797
C12368,0.363636,67.44,82.000743,4000.0,0.0
C12369,1.0,181.63,2588.459613,1800.0,2252.747969
C12370,0.727273,0.0,276.229102,1500.0,1350.155793
C12371,1.0,0.0,1402.659723,1200.0,1145.252721
C12372,1.0,1593.29,1660.750541,7000.0,0.0
C12373,1.0,0.0,1026.076088,7000.0,1270.287892
C12374,1.0,398.64,364.300862,1500.0,0.0
C12375,0.727273,0.0,360.729411,1500.0,1374.764359
C12376,0.545455,0.0,2924.470714,6000.0,3776.644822
C12377,1.0,0.0,1417.970244,7500.0,3318.487381
C12378,0.0,176.03,0.0,7000.0,0.0
C12381,0.636364,312.1,497.127166,2000.0,0.0
C12382,1.0,1562.43,1851.996908,13000.0,0.0
C12383,1.0,1721.66,1065.894938,10000.0,0.0
C12384,1.0,8665.38,8216.880805,9500.0,0.0
C12385,0.909091,1036.68,2790.066228,1700.0,1789.779133
C12386,1.0,0.0,470.841807,3000.0,1307.898095
C12387,1.0,1439.49,1323.74446,6000.0,0.0
C12388,0.909091,190.45,155.609598,8500.0,49.196465
C12389,0.857143,1151.91,632.225833,1000.0,442.688396
C12390,1.0,724.52,529.362717,4000.0,0.0
C12391,1.0,715.51,918.003032,3500.0,494.573662
C12392,1.0,0.0,197.631228,1000.0,77.012362
C12393,1.0,0.0,290.331406,1200.0,58.697369
C12394,0.272727,158.34,182.175514,6000.0,0.0
C12395,1.0,173.48,869.253948,3000.0,382.582455
C12396,0.181818,0.0,2161.530837,6000.0,519.538738
